page_id,thread,user_id,is_attacker,is_target
273006.0,20,1455149.0,0,1
275542.0,3,20964365.0,1,0
277146.0,0,21239360.0,0,1
277146.0,0,1104706.0,0,1
277146.0,0,21242978.0,0,1
277146.0,0,21231494.0,0,1
277146.0,0,15279304.0,0,1
277146.0,0,11743147.0,0,1
277146.0,0,615596.0,0,1
277146.0,0,13568690.0,1,0
277146.0,0,1222358.0,0,1
277146.0,0,16043543.0,0,1
277146.0,0,15763484.0,0,1
277146.0,0,14778975.0,0,1
279552.0,1,28438.0,1,0
279552.0,1,3088895.0,0,1
280937.0,10,4894531.0,0,1
280937.0,10,4709.0,0,1
280937.0,10,7623302.0,0,1
280937.0,10,2378565.0,0,1
280937.0,10,22312364.0,0,1
280937.0,10,82252.0,0,1
280937.0,10,12478971.0,0,1
280937.0,10,84755.0,1,0
280937.0,10,15304212.0,0,1
280937.0,10,17328627.0,0,1
280937.0,10,378390.0,0,1
280937.0,10,3705239.0,0,1
280937.0,10,23834838.0,0,1
280937.0,10,19532283.0,0,1
280937.0,10,1210941.0,0,1
280937.0,10,20522655.0,0,1
282246.0,3,17956451.0,0,1
282246.0,3,7623302.0,1,0
282246.0,3,22312364.0,0,1
282246.0,3,15304212.0,0,1
282246.0,3,19532283.0,0,1
282319.0,0,2437760.0,0,1
282319.0,0,8356162.0,0,1
282319.0,0,11243047.0,0,1
282319.0,0,8647562.0,0,1
282319.0,0,1835211.0,0,1
282319.0,0,19190701.0,1,0
282319.0,0,11452186.0,0,1
282319.0,0,6661051.0,0,1
282319.0,5,8647562.0,0,1
282319.0,5,26861628.0,1,0
282319.0,5,8356162.0,0,1
284919.0,3,18557890.0,0,1
284919.0,3,199625.0,1,0
284919.0,3,156494.0,0,1
284919.0,3,16456623.0,0,1
